"participant_id","group","lon","lat","income_bracket"
5844,"control",-58.490060897532,-34.5912103545221,5
5845,"treatment",-58.3974843094038,-34.637864581502,2
5846,"treatment",-58.4319664861348,-34.5903042643818,9
5847,"control",-58.3836843858859,-34.6459136172449,1
5848,"control",-58.5136978933643,-34.6626379801732,2
5849,"control",-58.493514895498,-34.5550645051929,4
5850,"treatment",-58.4391009701407,-34.6669773964645,1
5851,"treatment",-58.4224148288474,-34.5929411634752,4
5852,"control",-58.3816887793515,-34.6530440645713,2
5853,"control",-58.4102587551104,-34.5830756484844,10
5854,"treatment",-58.4111647977004,-34.5801903647418,10
5855,"treatment",-58.4370219952898,-34.6584120250107,1
5856,"treatment",-58.3967051293296,-34.5950041420947,9
5857,"treatment",-58.3950214344461,-34.6583290520265,1
5858,"control",-58.3879614012842,-34.6103598301346,6
5859,"control",-58.4648281882524,-34.5463785032098,10
5860,"treatment",-58.4361702935814,-34.6008212621383,8
5861,"treatment",-58.4567474037282,-34.578837436705,8
5862,"treatment",-58.4271598700583,-34.6061357734252,7
5863,"treatment",-58.4770387215781,-34.5655088585371,10
5864,"control",-58.4394024945672,-34.6092055101845,7
5865,"treatment",-58.5215264114925,-34.6472665201746,5
5866,"treatment",-58.4422219765311,-34.5953890285393,8
5867,"treatment",-58.4922822729155,-34.6685142672352,1
5868,"control",-58.5000279113602,-34.5663329515476,4
5869,"control",-58.4051385518403,-34.5985114766559,6
5870,"treatment",-58.4610266559389,-34.6469786673336,1
5871,"control",-58.4455128366369,-34.6545474970167,1
5872,"control",-58.4674136204499,-34.617478041785,6
5873,"treatment",-58.4134873871408,-34.6457994679249,2
5874,"treatment",-58.4547099008839,-34.6497794181798,1
5875,"treatment",-58.4534758668197,-34.6354727511089,6
5876,"control",-58.4619142539962,-34.6415013855249,3
5877,"control",-58.4572784088652,-34.643575399945,3
5878,"control",-58.4474389873722,-34.6491768541477,1
5879,"control",-58.5099290563235,-34.6099385199491,4
5880,"control",-58.4652387625623,-34.5479297401579,8
5881,"control",-58.4699418604299,-34.6405715004009,2
5882,"treatment",-58.4493832527246,-34.6601610391944,1
5883,"treatment",-58.4745179639921,-34.6828964994198,4
5884,"treatment",-58.4426962729069,-34.636792395602,7
5885,"control",-58.4356530256301,-34.6692024295701,1
5886,"treatment",-58.4254052472163,-34.631548466446,5
5887,"control",-58.4210204115436,-34.5822971348449,8
5888,"control",-58.4813418324124,-34.6316303618936,4
5889,"control",-58.4233895248606,-34.592691842145,9
5890,"treatment",-58.4649893636347,-34.5554799418812,6
5891,"treatment",-58.4878194753121,-34.6420147951621,2
5892,"treatment",-58.4444993452635,-34.6506782288663,1
5893,"treatment",-58.4479579760132,-34.6089547291133,8
5894,"treatment",-58.4623395222912,-34.6149047484984,6
5895,"treatment",-58.4317946699015,-34.6485549756664,1
5896,"control",-58.3939383802448,-34.6252125222807,2
5897,"control",-58.519617812459,-34.6011139278848,9
5898,"treatment",-58.38499247699,-34.6565181506974,1
5899,"treatment",-58.4193780275414,-34.5753030698623,9
5900,"treatment",-58.5080023175912,-34.6265749105704,4
5901,"control",-58.4218869500227,-34.6130642737795,6
5902,"control",-58.5036067697949,-34.6057944842857,5
5903,"treatment",-58.4535151418638,-34.624360172744,7
5904,"treatment",-58.4723202950562,-34.6516762070814,2
5905,"control",-58.4189245129983,-34.5879192339539,9
5906,"control",-58.4204543720679,-34.6138221037657,6
5907,"treatment",-58.435394269115,-34.6701063653201,1
5908,"treatment",-58.444838308588,-34.6575998762855,1
5909,"treatment",-58.5119105627689,-34.5920465676992,7
5910,"treatment",-58.4347222938687,-34.5847958961062,6
5911,"control",-58.4773875756683,-34.6865320790138,4
5912,"treatment",-58.4913847414734,-34.6013601782122,5
5913,"treatment",-58.416334766656,-34.5961295321546,8
5914,"treatment",-58.4777267128396,-34.6231531485998,4
5915,"control",-58.4301510315298,-34.6664124488987,2
5916,"treatment",-58.3710829893925,-34.62902822602,5
5917,"treatment",-58.4693696955041,-34.6813108758151,1
5918,"control",-58.4029304947571,-34.6055873600273,5
5919,"treatment",-58.5049729503215,-34.5688249891745,3
5920,"control",-58.3965144094267,-34.6363937798267,2
5921,"control",-58.4269667507328,-34.5905876251919,7
5922,"control",-58.3936602512518,-34.6258532913772,3
5923,"control",-58.4199511871099,-34.5969544613935,8
5924,"treatment",-58.4728302556239,-34.5601234073244,7
5925,"control",-58.3920703327771,-34.6437090763006,1
5926,"treatment",-58.450575603092,-34.6384681625155,4
5927,"treatment",-58.4524018118376,-34.6427258350293,3
5928,"treatment",-58.4743247119941,-34.6527587714362,2
5929,"control",-58.50952849566,-34.6137458558004,3
5930,"control",-58.3846019197396,-34.6406699523789,1
5931,"control",-58.4800729722084,-34.5429552849416,6
5932,"control",-58.5047146914287,-34.6261486614477,2
5933,"treatment",-58.3938144806287,-34.6605620878192,1
5934,"control",-58.4275721876515,-34.6122600641466,6
5935,"treatment",-58.4806551777083,-34.6890124630293,2
5936,"treatment",-58.3789317009149,-34.64538546444,1
5937,"treatment",-58.4448727142369,-34.6256273972452,9
5938,"treatment",-58.4551836940993,-34.6529435733506,1
5939,"control",-58.5200567665322,-34.6059596864352,5
5940,"control",-58.4437668232634,-34.5504698198542,7
5941,"control",-58.4874139952505,-34.6345508816673,3
5942,"control",-58.4192616367655,-34.6273246609707,3
5943,"treatment",-58.3921029764818,-34.6521907020326,2
5944,"control",-58.4869280478903,-34.5719177460868,8
5945,"control",-58.4939372394992,-34.6149790217922,4
5946,"control",-58.4481567826805,-34.5939340624037,6
5947,"treatment",-58.3978517315896,-34.5975374166191,7
5948,"treatment",-58.4947104957808,-34.5599469054193,7
5949,"treatment",-58.3789566308312,-34.6538844330476,2
5950,"treatment",-58.433043432985,-34.6465600912351,1
5951,"control",-58.4564496967873,-34.6065925983414,3
5952,"treatment",-58.4233182646188,-34.6228065037177,4
5953,"treatment",-58.4456336725447,-34.5981456748577,5
5954,"control",-58.4567827159727,-34.6250605619653,5
5955,"control",-58.434090510616,-34.5917876595703,6
5956,"control",-58.5069480437794,-34.6261255673725,4
5957,"control",-58.5072484085452,-34.5660429459763,6
5958,"treatment",-58.4545090440527,-34.6437866863352,1
5959,"treatment",-58.4423674300973,-34.6511230053421,1
5960,"treatment",-58.5023500258522,-34.6646725233314,1
5961,"control",-58.4399264480747,-34.5733393364392,9
5962,"control",-58.4764212013053,-34.5851282843207,4
5963,"control",-58.492191254739,-34.5705547915127,8
5964,"treatment",-58.4610101099157,-34.6872052694864,1
5965,"control",-58.4913579445504,-34.5583139590746,7
5966,"treatment",-58.3766550904547,-34.6402978894312,2
5967,"control",-58.5104921012363,-34.6325707911616,5
5968,"treatment",-58.4858580068744,-34.5922342446348,5
5969,"treatment",-58.5157776466329,-34.6389783981101,2
5970,"treatment",-58.3769458691682,-34.6426846363744,2
5971,"treatment",-58.4612010042674,-34.5969947075125,2
5972,"control",-58.3916119853981,-34.6429943594293,1
5973,"treatment",-58.3847674618381,-34.643303114793,1
5974,"treatment",-58.3833765418562,-34.5923764086911,10
5975,"treatment",-58.4872590696437,-34.60992206345,7
5976,"treatment",-58.4974055729215,-34.6012393665317,8
5977,"control",-58.5023166821053,-34.6051414738473,7
5978,"control",-58.4679512913988,-34.5511575270447,8
5979,"treatment",-58.4807926050274,-34.5469651917387,3
5980,"control",-58.3976445153053,-34.5803585322629,10
5981,"treatment",-58.3846345659725,-34.6552191094937,1
5982,"treatment",-58.4859449370432,-34.6843833007767,1
5983,"treatment",-58.4485890991539,-34.5666911191999,10
5984,"treatment",-58.4517917910546,-34.6533385823858,1
5985,"control",-58.4873904925071,-34.6501658389789,2
5986,"treatment",-58.4339461024179,-34.6636147454704,2
5987,"treatment",-58.4848978312806,-34.5524176738137,5
5988,"control",-58.4857534313384,-34.6169668535208,3
5989,"control",-58.4819920538572,-34.6219181870649,3
5990,"treatment",-58.4488056398374,-34.5754909446009,8
5991,"control",-58.444099995548,-34.6595399465958,1
5992,"treatment",-58.3826539045219,-34.6267756065617,2
5993,"control",-58.4285839775578,-34.5860809711077,7
5994,"treatment",-58.4694293620283,-34.6808260990813,1
5995,"control",-58.4411472067386,-34.6138548842588,5
5996,"control",-58.3860479043225,-34.5840428903811,1
5997,"control",-58.3654173883828,-34.6417582861242,1
5998,"treatment",-58.3735989883444,-34.6031039392059,8
5999,"treatment",-58.469707051067,-34.5837071188799,5
6000,"treatment",-58.4666207071226,-34.6291446512653,8
6001,"treatment",-58.3952357051291,-34.5939383952939,9
6002,"treatment",-58.4539684984519,-34.6243916908059,7
6003,"control",-58.4750806602883,-34.6259954233122,2
6004,"control",-58.4751856639802,-34.6769196517997,2
6005,"treatment",-58.4083312260414,-34.59763575068,8
6006,"treatment",-58.5077898368237,-34.6616266185794,2
6007,"control",-58.4936885471953,-34.6694865506544,1
6008,"treatment",-58.3801091833301,-34.5942837243088,10
6009,"treatment",-58.4686613375634,-34.6215281910243,3
6010,"treatment",-58.3979350329277,-34.5835830464952,10
6011,"treatment",-58.374460178186,-34.6215339074133,6
6012,"treatment",-58.4928442320484,-34.6405035338167,3
6013,"treatment",-58.5014081036478,-34.628960225574,4
6014,"control",-58.3960123848918,-34.6211638357836,4
6015,"treatment",-58.4902560177408,-34.5731650381708,6
6016,"treatment",-58.5168523308264,-34.6580477372559,3
6017,"treatment",-58.4618673737177,-34.6258092091185,3
6018,"control",-58.4513912714851,-34.6578267339031,1
6019,"treatment",-58.435348626993,-34.6398255360745,2
6020,"treatment",-58.4491682243715,-34.6035894898948,5
6021,"treatment",-58.4845307067051,-34.638793337921,2
6022,"control",-58.4837279672628,-34.5676705266053,6
6023,"control",-58.4676695574127,-34.5382562763913,10
6024,"control",-58.4900651964674,-34.6043931540642,5
6025,"treatment",-58.4576816172808,-34.5848558949164,1
6026,"control",-58.4915262360123,-34.5953268864926,8
6027,"control",-58.4259519948369,-34.580901402686,7
6028,"treatment",-58.3746700490045,-34.6493751181898,2
6029,"control",-58.486494228477,-34.6398089904746,4
6030,"control",-58.4840419823313,-34.6040199009057,5
6031,"treatment",-58.4536802036364,-34.5450120951952,9
6032,"treatment",-58.4221261788339,-34.5856879299458,9
6033,"treatment",-58.4571502968759,-34.5994086097537,2
6034,"treatment",-58.4360993544664,-34.5667510888535,9
6035,"treatment",-58.4370613214606,-34.5758911831234,10
6036,"treatment",-58.4567948201547,-34.6489328047582,1
6037,"control",-58.4732637770256,-34.644668535462,2
6038,"treatment",-58.4753708220706,-34.6864463733073,4
6039,"treatment",-58.4267285656043,-34.6536802652259,1
6040,"treatment",-58.3743556055394,-34.6523016956471,1
6041,"control",-58.4701566429816,-34.538811422488,9
6042,"control",-58.5264999516531,-34.6393567732567,3
6043,"treatment",-58.3830120745037,-34.6320275227599,1
6044,"control",-58.5019209304802,-34.5953115811861,6
6045,"treatment",-58.5074399475586,-34.6383233752617,5
6046,"treatment",-58.4027226830918,-34.6475032863231,1
6047,"control",-58.4217805896278,-34.6385299547738,3
6048,"control",-58.4433202546052,-34.6292954124579,10
6049,"control",-58.4269219221833,-34.6142055029432,7
6050,"control",-58.4930982585027,-34.5962796578481,8
6051,"treatment",-58.4801331738772,-34.5983572415862,8
6052,"control",-58.4803249552006,-34.5870516320844,5
6053,"control",-58.3781092755328,-34.6439649489853,2
6054,"treatment",-58.4775381147743,-34.5550136932234,7
6055,"treatment",-58.3703133376223,-34.5834685732832,2
6056,"treatment",-58.4496157794055,-34.5830353566688,4
6057,"treatment",-58.5162396703174,-34.6589713455541,3
6058,"control",-58.3779937195986,-34.6505658262605,2
6059,"control",-58.38779855975,-34.6315236110021,7
6060,"treatment",-58.4420903420579,-34.6419370241039,2
6061,"treatment",-58.4462494563964,-34.5861389855192,4
6062,"treatment",-58.4416817683504,-34.6069556355478,6
6063,"treatment",-58.4848950112869,-34.583495822292,6
6064,"control",-58.4333223529568,-34.6695378055591,2
6065,"control",-58.3948781190107,-34.6108913959582,3
6066,"treatment",-58.457073656855,-34.6206745065831,9
6067,"treatment",-58.4168305806633,-34.6089295545962,5
6068,"treatment",-58.4076437708476,-34.6514748372266,1
6069,"control",-58.4671440982366,-34.6743859321647,1
6070,"treatment",-58.4190980581082,-34.634069036644,4
6071,"treatment",-58.4751052829228,-34.6446002143228,3
6072,"control",-58.4510914457967,-34.6261185304099,7
6073,"control",-58.4690009356373,-34.6039184635871,4
6074,"treatment",-58.5179368304601,-34.6416476826468,5
6075,"treatment",-58.4509148754641,-34.6160710847759,7
6076,"treatment",-58.4911308623796,-34.5498310871877,5
6077,"control",-58.40339850536,-34.6266937166243,5
6079,"treatment",-58.4559605944613,-34.6225402783176,9
6080,"treatment",-58.4515175670726,-34.5492803896132,8
6081,"control",-58.4365686543527,-34.6273708047753,8
6082,"control",-58.475634148645,-34.5628838915479,6
6083,"control",-58.4330463830829,-34.5657123708912,10
6084,"treatment",-58.5232969419964,-34.6416488970285,4
6085,"treatment",-58.4145522674117,-34.635332542903,2
6086,"control",-58.4787498860576,-34.6361079730595,4
6087,"treatment",-58.4514589137717,-34.5753631813824,9
6088,"control",-58.4815596625398,-34.6503978615778,2
6089,"control",-58.5019636422888,-34.6033142845273,7
6090,"treatment",-58.5017443530444,-34.6420636505806,5
6091,"treatment",-58.4914002677721,-34.6421340252176,3
6092,"treatment",-58.4096215539141,-34.6051348271052,5
6093,"control",-58.3854243344469,-34.615313819883,4
6094,"treatment",-58.4905522182103,-34.6580714815479,2
6095,"control",-58.4970354847641,-34.619109177827,4
6096,"treatment",-58.5047215013905,-34.6590440616824,2
6097,"treatment",-58.5182427123729,-34.6114866070644,5
6098,"treatment",-58.5064616478367,-34.6218960586451,2
6099,"treatment",-58.4958139163002,-34.673148441345,1
6100,"treatment",-58.4009211564144,-34.6463107491229,1
6101,"treatment",-58.3788257322771,-34.609572365212,7
6102,"treatment",-58.4092460972544,-34.6249709206799,5
6103,"treatment",-58.4541305111239,-34.5509159281682,10
6104,"control",-58.4807035816744,-34.6567662913281,3
6105,"control",-58.4915589102565,-34.6412702685183,3
6106,"control",-58.5224879840005,-34.6281668532803,5
6107,"control",-58.4838825486674,-34.5976136158083,6
6108,"treatment",-58.3895437380811,-34.6033831314517,8
6109,"control",-58.4972497418026,-34.6013795955286,8
6110,"treatment",-58.4336387379116,-34.5912585961776,9
6111,"control",-58.4632453704072,-34.643100191741,6
6112,"control",-58.48874639641,-34.6155465964563,5
6113,"control",-58.4044424637015,-34.6558581510928,1
6114,"treatment",-58.4581263379944,-34.5570563393327,9
6115,"treatment",-58.4713972037641,-34.6370111589717,3
6116,"treatment",-58.4143772840528,-34.5947850171687,8
6117,"treatment",-58.4323795107531,-34.6164949124691,9
6118,"treatment",-58.3987188991998,-34.586077569442,10
6119,"control",-58.4904583690443,-34.6291767548645,3
6120,"control",-58.4651710278142,-34.6336826511157,5
6121,"treatment",-58.4717522083461,-34.6167048483833,4
6122,"treatment",-58.4500408501364,-34.6429671416582,2
6123,"treatment",-58.4433885271867,-34.5944689677686,6
6124,"control",-58.4261059561398,-34.5825755624088,9
6125,"treatment",-58.4023670875832,-34.5849315513173,9
6126,"treatment",-58.4521575860955,-34.6398141276935,4
6127,"control",-58.5182275386638,-34.6275110678303,5
6128,"control",-58.4895884861015,-34.6414020407834,3
6129,"treatment",-58.466903951874,-34.601969784283,4
6130,"treatment",-58.4107439183542,-34.6107238073839,3
6131,"control",-58.4098759915488,-34.6140820584416,7
6132,"control",-58.4487521116855,-34.6426109893465,2
6133,"control",-58.4652389925922,-34.5583917891575,9
6134,"treatment",-58.5066696774124,-34.5638100391784,6
6135,"treatment",-58.4402945082203,-34.6436599075101,1
6136,"control",-58.4423600402449,-34.6658747365972,1
6137,"treatment",-58.4677664369383,-34.6314304692787,6
6138,"control",-58.4500219629205,-34.5811908645452,6
6139,"control",-58.5227383315408,-34.6059318311198,7
6140,"treatment",-58.4066685469133,-34.6063903403286,4
6141,"treatment",-58.5191116041643,-34.6583421643627,4
6142,"control",-58.3732323748752,-34.6396082969727,6
6143,"treatment",-58.456191940172,-34.6061727019605,3
6144,"treatment",-58.4425261121909,-34.6615446971656,1
6145,"treatment",-58.4574625014017,-34.627943667775,7
6146,"treatment",-58.4307621444735,-34.5888734372122,8
6147,"control",-58.4562309063291,-34.6448840296377,1
6148,"treatment",-58.4812339380564,-34.6507571749223,2
6149,"control",-58.3896973700704,-34.6365694366988,3
6150,"control",-58.4833819205652,-34.6244265629028,3
6151,"treatment",-58.484703934059,-34.5998876477471,7
6152,"control",-58.3994563712581,-34.6148155576154,4
6153,"control",-58.4429662579091,-34.6036881753054,6
6154,"control",-58.4519072569753,-34.5634603645196,10
6155,"treatment",-58.4231679960348,-34.6529314495836,2
6156,"control",-58.3744236829647,-34.5884808893128,1
6157,"control",-58.4063350908636,-34.6425518282041,1
6158,"control",-58.4313644527924,-34.64400818357,2
6159,"control",-58.4083870282472,-34.6220995650597,4
6160,"treatment",-58.4156171713597,-34.6269378700387,4
6161,"treatment",-58.3992760224067,-34.5875093170424,10
6162,"treatment",-58.4181006847626,-34.6150980163949,5
6163,"treatment",-58.509969831739,-34.6659606419479,2
6164,"control",-58.4323602354319,-34.5838273047412,7
6165,"treatment",-58.4752429684436,-34.6295658941861,3
6167,"treatment",-58.5087358536975,-34.6471291940925,4
6168,"control",-58.4270521803294,-34.6566168023998,1
6169,"control",-58.4869612678737,-34.6695174476391,1
6170,"control",-58.5133298418468,-34.6243863804416,2
6171,"control",-58.5029613660969,-34.5740111914561,3
6172,"control",-58.4635749931998,-34.6360485701122,3
6173,"control",-58.4714755644347,-34.6523946851824,2
6174,"control",-58.4581892319606,-34.6339850487754,9
6175,"treatment",-58.4739842455291,-34.6041178607427,3
6176,"treatment",-58.4652367631639,-34.5714920428107,9
6177,"control",-58.4390302503006,-34.6578519284825,1
6178,"control",-58.3598413326275,-34.635400410287,1
6180,"control",-58.3957016353897,-34.6555790961982,1
6181,"treatment",-58.4016902908179,-34.6501782616484,1
6182,"control",-58.4619383711026,-34.6865025560612,1
6183,"treatment",-58.4637840804638,-34.6459063675945,2
6184,"treatment",-58.4756013401631,-34.5451289953545,6
6185,"control",-58.5026566693279,-34.6671445955057,2
6186,"treatment",-58.4506137471288,-34.6545700785966,1
6187,"treatment",-58.4369428633448,-34.5844896208734,6
6188,"treatment",-58.4931620968678,-34.5882575210853,5
6189,"control",-58.4467964437185,-34.6004582261281,3
6190,"control",-58.4209151468006,-34.6177509003993,7
6191,"treatment",-58.5248402604662,-34.6552492506151,2
6192,"control",-58.4064380486454,-34.5846266832866,10
6193,"treatment",-58.3653927959267,-34.6265663627952,7
6194,"treatment",-58.4522693198085,-34.6428688266499,3
6195,"treatment",-58.3871672295743,-34.6399877788445,1
6196,"treatment",-58.4440392236601,-34.5597339427759,10
6197,"treatment",-58.4331396555287,-34.6696724487037,2
6198,"treatment",-58.4385130600828,-34.6517893893452,1
6199,"treatment",-58.4029010284112,-34.6282770664119,2
6200,"control",-58.4782624679826,-34.5809489791919,6
6201,"control",-58.4187373799492,-34.6437384113798,2
6202,"treatment",-58.4448375701004,-34.5899429673461,3
6203,"control",-58.4823779471823,-34.6779388522876,1
6204,"treatment",-58.4340387979429,-34.6452226640256,2
6205,"treatment",-58.4480738616623,-34.5541656119588,10
6206,"treatment",-58.4476845034409,-34.5886965396192,2
6207,"control",-58.4192146566013,-34.6330529119462,5
6208,"treatment",-58.4811794480086,-34.5577339515704,7
6209,"treatment",-58.4515981458145,-34.5911315705825,5
6210,"treatment",-58.4955866776593,-34.5626304176679,7
6211,"control",-58.3725725775312,-34.6441182675059,5
6212,"treatment",-58.4576845491192,-34.6270224540581,5
6213,"control",-58.4931083893311,-34.5857983505331,4
6214,"treatment",-58.4623519264511,-34.57633957788,9
6216,"control",-58.4228441248335,-34.5738067278472,10
6217,"control",-58.5019239656153,-34.5745407514424,3
6218,"control",-58.4761209340172,-34.5994739573248,2
6219,"control",-58.4961833361587,-34.6088416087876,4
6220,"treatment",-58.4320654413475,-34.6591596295879,2
6221,"treatment",-58.3802192535397,-34.6499023535373,2
6222,"control",-58.4295750796178,-34.5943534512408,7
6223,"control",-58.5056567530877,-34.6672893683281,1
6224,"control",-58.5057635881904,-34.6412048739269,6
6225,"treatment",-58.4843635827695,-34.6338416421978,4
6226,"control",-58.377338626391,-34.5835651820925,1
6227,"control",-58.511059935724,-34.612511167941,4
6228,"control",-58.4778771288642,-34.6637543335633,1
6229,"control",-58.4571339741407,-34.5801242634304,8
6230,"control",-58.4779928493348,-34.5986039431155,2
6231,"control",-58.4041988735114,-34.5819941916627,10
6232,"treatment",-58.4800298338893,-34.5655681708255,5
6233,"treatment",-58.4916595412526,-34.6533918266038,3
6234,"control",-58.4709679992363,-34.6865516983843,2
6235,"treatment",-58.5213641743287,-34.6235603516798,4
6236,"treatment",-58.5101655954457,-34.646720860541,4
6237,"control",-58.4626900812597,-34.6473688835116,1
6238,"treatment",-58.3778243546368,-34.6519383260697,2
6239,"treatment",-58.4850739235747,-34.5904286260579,5
6240,"control",-58.5027665701052,-34.626352546308,3
6241,"treatment",-58.4344191736395,-34.5907955751338,6
6242,"control",-58.4749274311725,-34.5411106518136,5
6243,"treatment",-58.4188407779663,-34.6004782458344,7
6244,"treatment",-58.4798914694752,-34.5798697248281,7
6245,"treatment",-58.4616639977536,-34.5433450319257,10
6246,"treatment",-58.5041445099695,-34.6344105033176,3
6247,"control",-58.4636082883884,-34.6342899885118,5
6248,"treatment",-58.4560505767004,-34.6037036066332,7
6249,"control",-58.4323172480048,-34.6027198170346,9
6250,"control",-58.523412963368,-34.6157759315313,3
6251,"control",-58.4546417951664,-34.6507126787078,1
6252,"treatment",-58.4822885000478,-34.6236783835799,3
6253,"treatment",-58.4301325065348,-34.6184948321097,7
6254,"control",-58.4037052563061,-34.5795854346482,10
6255,"control",-58.4125102443507,-34.6361395871838,3
6256,"treatment",-58.4991035566693,-34.6077214610013,6
6257,"treatment",-58.4623761294374,-34.6448604110534,1
6258,"treatment",-58.4629523460123,-34.6305307016868,4
6259,"control",-58.4999563416294,-34.6701517542399,2
6260,"control",-58.3703093189607,-34.6390359258968,4
6261,"treatment",-58.4818052507237,-34.6259660877412,2
6262,"control",-58.4523181862423,-34.6143336041928,6
6263,"treatment",-58.3783315734661,-34.6439317606352,2
6264,"treatment",-58.4339215065909,-34.5712847208471,10
6265,"treatment",-58.388633101273,-34.6341435752705,4
6266,"treatment",-58.480149023189,-34.6476425713527,2
6267,"treatment",-58.446890281688,-34.5927808336108,6
6268,"control",-58.4570233164959,-34.6263792495061,5
6269,"treatment",-58.436781513273,-34.6108733083747,7
6270,"treatment",-58.5056596528615,-34.6311405940437,3
6271,"treatment",-58.4143866259091,-34.6291183199682,4
6272,"control",-58.3654097318209,-34.6420970013566,1
6273,"treatment",-58.3696586251359,-34.6435251832525,3
6274,"control",-58.4684037952468,-34.6312352979761,2
6275,"control",-58.5157139697944,-34.6406952568263,5
6276,"treatment",-58.4813313990778,-34.5545945182813,6
6277,"control",-58.4248542824872,-34.6598921585529,1
6278,"treatment",-58.4978367710689,-34.6494447377658,4
6279,"treatment",-58.4637085087256,-34.5761801924616,9
6280,"treatment",-58.411033199385,-34.6502701208794,1
6281,"treatment",-58.4943777781384,-34.6439149407543,5
6282,"control",-58.455532499551,-34.6011892283168,4
6283,"treatment",-58.4082289453069,-34.6492239529782,1
6284,"treatment",-58.4661577627164,-34.5704583200597,9
6285,"control",-58.475195648612,-34.6037205634003,3
6286,"control",-58.4177560905203,-34.6514627762893,2
6287,"control",-58.4804230687493,-34.5807544121527,7
6288,"treatment",-58.4696210139698,-34.6348572324535,4
6289,"treatment",-58.4527226989502,-34.5499822522755,8
6290,"treatment",-58.4209234806907,-34.6074093856228,6
6291,"treatment",-58.4590871984611,-34.6361995479942,6
6292,"control",-58.4567035762824,-34.5667012886538,10
6293,"control",-58.4571065498524,-34.546129593804,9
6294,"treatment",-58.4679633785652,-34.6934195248587,1
6295,"treatment",-58.4467602154876,-34.6274368521914,9
6296,"treatment",-58.384234410189,-34.6512935174514,3
6297,"treatment",-58.4770545140646,-34.5778557488859,5
6298,"control",-58.3936267714212,-34.6353236550516,2
6299,"control",-58.4185399615279,-34.6542442868307,2
6300,"control",-58.4033629618816,-34.5935572740018,10
6301,"control",-58.382849086492,-34.586756428712,1
6302,"control",-58.4416270402063,-34.5880074501586,5
6303,"treatment",-58.4544659419718,-34.6023014333749,4
6304,"control",-58.3930233419672,-34.6514881602199,1
6305,"treatment",-58.4767359990856,-34.6306595405458,3
6306,"control",-58.3855565168265,-34.591657223942,9
6307,"control",-58.4897147462133,-34.6042324125589,5
6308,"treatment",-58.3709982073069,-34.6014386994767,6
6309,"treatment",-58.4582845108678,-34.6511270162734,1
6310,"treatment",-58.3996988434031,-34.6224506284155,4
6311,"control",-58.4936978885298,-34.5516717872807,4
6312,"treatment",-58.4685773145124,-34.6810195697327,1
6313,"treatment",-58.52423088591,-34.6082516663406,4
6314,"treatment",-58.4950099588068,-34.617869212796,5
6315,"control",-58.4566808409208,-34.5769694969371,8
6316,"treatment",-58.4895043169341,-34.6215665854221,3
6317,"control",-58.4876003457483,-34.553316357292,4
6318,"control",-58.48351270278,-34.6469384452864,2
6319,"control",-58.4290460056567,-34.5847573639556,9
6320,"treatment",-58.4116603793903,-34.6033592186613,2
6321,"control",-58.45031916642,-34.6592001004482,1
6322,"treatment",-58.4838622196711,-34.6017586308631,5
6323,"treatment",-58.4781717080079,-34.6145753240028,4
6324,"control",-58.4953285102246,-34.6432088436208,5
6325,"control",-58.3720089663322,-34.5931037991379,10
6326,"treatment",-58.392189827352,-34.5947417529764,10
6327,"treatment",-58.5196289305059,-34.6089764971041,4
6328,"control",-58.4765897255261,-34.5690439237718,7
6329,"treatment",-58.4886357351935,-34.6015125150894,7
6330,"treatment",-58.4754886313912,-34.6785817290951,4
6331,"control",-58.3834756442688,-34.6040678374078,5
6332,"treatment",-58.4904316775449,-34.5793815770029,7
6333,"treatment",-58.4369353666642,-34.6699682663281,1
6334,"control",-58.4195821945645,-34.6153569178411,7
6335,"control",-58.3845341602709,-34.6195471985392,3
6336,"treatment",-58.5015699856538,-34.6003247107562,6
6337,"control",-58.4041114281029,-34.6327449482168,3
6338,"control",-58.4996397661334,-34.5875151960833,4
6339,"treatment",-58.4409408012176,-34.6248453090343,9
6340,"treatment",-58.4291379293854,-34.5760349885353,10
6341,"treatment",-58.4910738089747,-34.5660803800311,7
6342,"control",-58.4067733674079,-34.5858751077882,10
6343,"treatment",-58.4436762930779,-34.6231592697667,8
6344,"control",-58.4340992655988,-34.6313039706633,8
6345,"control",-58.4972346963114,-34.6423483401156,5
6346,"control",-58.4082694239549,-34.6000097217558,5
6347,"control",-58.4067182654853,-34.648002906615,1
6348,"treatment",-58.4722791026812,-34.6493492053017,1
6349,"control",-58.5248957173863,-34.6254446867567,4
6350,"control",-58.4938456650693,-34.5771173295154,5
6351,"treatment",-58.3815281591393,-34.6131689407288,4
6352,"treatment",-58.4837064928923,-34.5459366053927,4
6353,"treatment",-58.5257039409076,-34.6458062538085,3
6354,"treatment",-58.4475446305087,-34.6069348373039,7
6355,"treatment",-58.4990522389639,-34.6224743389318,4
6356,"treatment",-58.4908224606517,-34.5682900840217,8
6357,"control",-58.4674817595161,-34.5476743454407,10
6358,"treatment",-58.4023090027356,-34.5953423168715,9
6359,"control",-58.4634594345769,-34.6507849960619,1
6360,"treatment",-58.4031374249084,-34.635234403734,5
6361,"control",-58.3810731817069,-34.6227922550494,3
6363,"control",-58.3919380257111,-34.6119294078921,5
6364,"control",-58.4574126753995,-34.6387880133274,5
6365,"control",-58.4919481828387,-34.576981449289,7
6366,"treatment",-58.4859669701954,-34.6562818789943,2
6367,"control",-58.4017589972137,-34.5878753597573,10
