O,D,distance_m,duration_s
8,6,2554,1834
8,7,3974,2331
8,9,1612,1166
8,10,5897,2923
8,11,1642,1206
8,12,4929,2642
8,13,5607,2837
8,14,2804,1800
8,15,3866,2404
8,16,1780,1416
8,17,1388,1101
8,18,3632,2085
8,19,5675,3244
8,20,3325,1695
8,21,9108,3667
8,22,6794,4036
8,23,2850,1798
8,24,4640,2330
8,25,6194,3034
8,26,3537,1762
8,27,6067,3000
8,28,4690,2146
8,29,8622,4346
8,30,4740,2666
8,31,NA,NA
8,32,3884,2078
8,33,8382,3185
8,34,4808,2011
8,35,5843,2529
8,36,9077,4165
8,37,10063,4052
8,38,5312,2871
8,39,5611,2945
8,40,8308,3839
8,41,6421,2443
8,42,7474,3166
8,43,4748,2212
8,44,5861,2851
8,45,8185,3573
8,46,9173,4253
8,47,5180,2603
8,48,6381,2894
8,49,6413,2343
8,50,10961,4401
8,51,7181,2641
8,52,10038,3401
8,53,5873,2124
8,54,8654,3507
8,55,7106,3964
8,56,7031,2445
8,57,7595,3461
8,58,8267,3757
8,59,7702,2981
8,60,7864,2600
8,61,9259,4757
8,62,9212,4149
8,63,8112,2603
8,64,7210,2904
8,65,10178,3738
8,66,9718,5098
8,67,7870,2498
8,68,9791,3316
8,69,8874,4315
8,70,7365,2428
8,71,NA,NA
8,72,6611,3204
8,73,8034,2644
8,74,13062,3953
8,75,8763,2855
8,76,8762,4547
8,77,12008,5055
8,78,11260,3760
8,79,9416,3049
8,80,10718,4045
8,81,8525,2435
8,82,14977,6296
8,83,10436,4578
8,84,9826,3110
8,85,8535,2848
8,86,12618,5424
8,87,11108,4936
8,88,12436,3933
8,89,13210,5663
8,90,9894,2786
8,91,9315,3968
8,92,9774,2996
8,93,10206,3017
8,94,11662,4950
8,95,10371,3434
8,96,11378,3685
8,97,15521,6439
8,98,11068,4679
8,99,9861,2766
8,100,10779,3260
8,101,10885,3008
8,102,10237,4075
8,103,12701,4098
8,104,14082,5266
8,105,13698,5859
8,106,19788,6070
8,107,13087,4176
8,108,11514,3346
8,109,10244,2525
8,110,10915,4485
8,111,10405,3035
8,112,11392,3163
8,113,16714,4718
8,114,14012,4396
8,115,13954,4103
8,116,11978,3112
8,117,12156,3727
8,118,15817,4553
8,119,11098,3127
8,120,11564,3485
8,121,11111,3709
8,122,14268,5856
8,123,12727,3922
8,124,11683,3545
8,125,13514,3905
8,126,19259,5477
8,127,12147,3587
8,128,11586,2838
8,129,21139,7097
8,130,14571,3883
8,131,11468,4703
8,132,15942,5199
8,133,12455,3739
8,134,17675,5703
8,135,13401,3695
8,136,15000,3938
8,137,12648,4060
8,138,12663,3199
8,139,12927,3963
8,140,17953,5609
8,141,13334,4482
8,142,16880,5343
8,143,15865,4890
8,144,12059,3430
8,145,13468,4076
8,146,14512,4356
8,147,12582,4448
8,148,13190,4173
8,149,12640,3196
8,150,14202,4583
8,151,13059,3029
8,152,12920,4241
8,153,16626,4678
8,154,13306,4953
8,155,19432,6439
8,156,15199,3953
8,157,17429,4893
8,158,13525,3396
8,159,13756,4389
8,160,14968,4603
8,161,13968,3261
8,162,13567,4403
8,163,13479,3998
8,164,17661,5829
8,165,13881,3772
8,166,14289,5143
8,167,16005,5232
8,168,16511,5477
8,169,14660,3747
8,170,14434,5269
8,171,15466,4097
8,172,15418,4082
8,173,16730,5250
8,174,14986,4861
8,175,15253,4558
8,176,15862,4907
8,177,18049,5295
8,178,17728,5483
8,179,15830,4024
8,180,15792,4848
8,181,18298,6008
8,182,14861,3296
8,183,15936,4083
8,184,17019,5607
8,185,18470,5354
8,186,16474,5045
8,187,18580,5704
8,188,16474,4650
8,189,15754,3978
8,190,15981,3752
8,191,19320,5780
8,192,17986,5705
8,193,17517,5114
8,194,17700,5545
8,195,17924,5599
8,196,19777,5504
8,197,20472,6150
8,198,18076,5989
8,199,18542,6156
8,200,18117,6425
9,1,3786,2733
9,2,3148,2280
9,3,3950,2862
9,4,6745,3077
9,5,1974,1424
9,6,1711,1231
9,7,5646,3041
9,8,1612,1198
9,10,7245,3672
9,11,2838,2066
9,12,3691,2072
9,13,7191,3539
9,14,4340,2503
9,15,6358,2979
9,16,1496,1227
9,17,3104,1932
9,18,4503,2256
9,19,7803,3962
9,20,2121,1344
9,21,8928,4319
9,22,8335,4056
9,23,3657,2172
9,24,2628,1710
9,25,7031,3140
9,26,3311,2435
9,27,3143,2290
9,28,6081,3014
9,29,9260,4342
9,30,4192,2803
9,31,6289,2724
9,32,4691,2452
9,33,8430,3702
9,34,4105,2002
9,35,4946,2920
9,36,9914,4274
9,37,9883,4705
9,38,6325,3281
9,39,7017,3816
9,40,6929,3050
9,41,7406,2941
9,42,5546,3247
9,43,5554,2583
9,44,5239,3132
9,45,9938,3114
9,46,7794,3464
9,47,3801,1814
9,48,7077,2991
9,49,7491,2864
9,50,12279,5003
9,51,8166,3139
9,52,10632,3153
9,53,5997,2257
9,54,6609,3711
9,55,6042,3427
9,56,6194,3416
9,57,8134,3607
9,58,11259,3658
9,59,8326,3364
9,60,8849,3098
9,61,8194,4220
9,62,13584,5116
9,63,9190,3124
9,64,8016,3278
9,65,8995,3126
9,66,8653,4561
9,67,7994,2631
9,68,10869,3837
9,69,11216,4597
9,70,8137,2921
9,71,NA,NA
9,72,5232,2415
9,73,8158,2777
9,74,13186,4086
9,75,9748,3353
9,76,11891,4860
9,77,13235,5379
9,78,12338,4281
9,79,10494,3570
9,80,11703,4412
9,81,8649,2568
9,82,16204,6623
9,83,14790,5493
9,84,10811,3608
9,85,9307,3341
9,86,11239,4635
9,87,15461,5814
9,88,11428,3723
9,89,14437,5989
9,90,10018,2919
9,91,10107,4159
9,92,10546,3489
9,93,11284,3538
9,94,16015,5747
9,95,10375,4797
9,96,12363,4183
9,97,16748,6766
9,98,10713,5325
9,99,9985,2899
9,100,11764,3758
9,101,11963,3529
9,102,10696,4338
9,103,11693,3888
9,104,11590,3105
9,105,18050,6546
9,106,17999,7539
9,107,14072,4611
9,108,11638,3479
9,109,10368,2658
9,110,11708,4676
9,111,11177,3528
9,112,12377,3661
9,113,17699,5215
9,114,14997,4841
9,115,12946,3893
9,116,12102,3245
9,117,11148,3517
9,118,14809,4343
9,119,11870,3620
9,120,11688,3618
9,121,10744,4713
9,122,16277,5937
9,123,13712,4420
9,124,12455,4038
9,125,12331,3293
9,126,19323,5784
9,127,13225,4108
9,128,11710,2971
9,129,22124,7466
9,130,14695,4016
9,131,12261,4894
9,132,16881,5647
9,133,13227,4232
9,134,19924,6582
9,135,12393,3485
9,136,13992,3728
9,137,12500,4284
9,138,12787,3332
9,139,13051,4096
9,140,18892,6057
9,141,14512,4920
9,142,17819,5791
9,143,16804,5338
9,144,12831,3923
9,145,14546,4597
9,146,15522,4074
9,147,12706,4581
9,148,13668,4491
9,149,12764,3329
9,150,16913,5589
9,151,13183,3162
9,152,13044,4374
9,153,16750,4811
9,154,13764,5150
9,155,20379,6980
9,156,15323,4086
9,157,17553,5026
9,158,13649,3529
9,159,13880,4522
9,160,15740,5020
9,161,14092,3394
9,162,13691,4536
9,163,14414,4416
9,164,18745,6282
9,165,14005,3905
9,166,14413,5276
9,167,16777,5719
9,168,17659,6196
9,169,14784,3880
9,170,14891,5477
9,171,15590,4230
9,172,15542,4215
9,173,16854,5383
9,174,15110,4994
9,175,15633,5210
9,176,15986,5040
9,177,18839,5669
9,178,18504,6074
9,179,15954,4157
9,180,16564,5341
9,181,19501,6570
9,182,14985,3429
9,183,16060,4216
9,184,17143,5740
9,185,19260,5728
9,186,16854,5695
9,187,19356,6295
9,188,16598,4783
9,189,15878,4111
9,190,16105,3885
9,191,20111,6154
9,192,18110,5838
9,193,17641,5247
9,194,18474,6008
9,195,18700,6160
9,196,20567,5878
9,197,21262,6524
9,198,18200,6122
9,199,18666,6289
9,200,18909,6616
10,1,NA,NA
10,2,5810,2661
10,3,6587,2868
10,4,1708,709
10,5,5455,2343
10,6,8172,4389
10,7,1782,828
10,8,5885,2509
10,9,7276,3212
10,11,3368,1383
10,12,8897,3932
10,13,1887,904
10,14,3894,1550
10,15,3323,1429
10,16,5822,2559
10,17,5007,2077
10,18,4604,1974
10,19,1906,1478
10,20,8075,3096
10,21,2928,1322
10,22,3594,2004
10,23,5743,2241
10,24,7124,2751
10,25,4926,2233
10,26,6663,3266
10,27,8375,4069
10,28,5860,2223
10,29,3698,1731
10,30,7857,3838
10,31,11993,4357
10,32,7920,2977
10,33,6383,2921
10,34,9696,3892
10,35,10165,3653
10,36,4745,2225
10,37,3883,1707
10,38,7256,2827
10,39,6275,2648
10,40,11897,4830
10,41,8035,3063
10,42,9964,4890
10,43,8784,3107
10,44,10420,4068
10,45,8217,3380
10,46,12762,5244
10,47,8769,3594
10,48,8609,3612
10,49,10735,3467
10,50,6544,2589
10,51,9145,3493
10,52,7238,3206
10,53,10364,3591
10,54,12288,3938
10,55,10891,4939
10,56,10736,4230
10,57,9885,4024
10,58,8827,3652
10,59,12024,4105
10,60,9698,3575
10,61,13157,5925
10,62,7287,3287
10,63,12434,3727
10,64,11260,4069
10,65,13765,4767
10,66,13616,6266
10,67,11802,3975
10,68,15010,5482
10,69,9538,4135
10,70,11427,3596
10,71,NA,NA
10,72,10200,4195
10,73,11966,4121
10,74,13592,4565
10,75,10098,3203
10,76,5101,2313
10,77,7778,3488
10,78,16314,6050
10,79,13738,4173
10,80,8435,3773
10,81,12457,3912
10,82,10745,5067
10,83,9180,4053
10,84,11161,3458
10,85,12597,4016
10,86,16207,6415
10,87,9133,3824
10,88,16185,5223
10,89,8980,4097
10,90,13826,4263
10,91,13700,5136
10,92,13836,4164
10,93,14528,4141
10,94,10406,4307
10,95,14433,4602
10,96,12713,4033
10,97,11290,5210
10,98,4324,2100
10,99,13793,4243
10,100,12114,3608
10,101,15207,4132
10,102,14287,5240
10,103,16450,5388
10,104,17294,4738
10,105,12441,5106
10,106,12541,5984
10,107,10613,4657
10,108,15299,4691
10,109,14176,4002
10,110,15301,5667
10,111,14468,4203
10,112,12727,3511
10,113,12676,5029
10,114,11134,4810
10,115,17703,5393
10,116,15910,4589
10,117,17420,4874
10,118,19566,5843
10,119,15161,4295
10,120,15496,4962
10,121,14658,5709
10,122,14829,5751
10,123,12076,4886
10,124,15746,4713
10,125,16131,4860
10,126,14616,5511
10,127,16469,4711
10,128,15518,4315
10,129,22445,7349
10,130,18479,5316
10,131,15853,5880
10,132,16884,5152
10,133,13711,4255
10,134,13581,5393
10,135,17280,4780
10,136,18749,5228
10,137,16069,5060
10,138,16595,4676
10,139,16724,4841
10,140,18896,5562
10,141,14850,4724
10,142,17823,5296
10,143,16808,4843
10,144,16121,4598
10,145,17790,5200
10,146,18834,5480
10,147,16514,5925
10,148,14986,5913
10,149,16572,4673
10,150,16916,5154
10,151,16991,4506
10,152,16852,6321
10,153,19071,5472
10,154,17356,6118
10,155,16850,6316
10,156,19131,5430
10,157,20426,6123
10,158,17457,4873
10,159,17310,6253
10,160,15573,6119
10,161,17900,4738
10,162,17499,5980
10,163,18957,5272
10,164,18604,5797
10,165,18708,5099
10,166,18534,6745
10,167,19966,7002
10,168,18009,6046
10,169,18592,5224
10,170,18483,6434
10,171,19398,5574
10,172,19927,5629
10,173,21662,6833
10,174,18715,5875
10,175,17391,5507
10,176,19794,6264
10,177,19031,5324
10,178,20310,6560
10,179,19596,5639
10,180,19552,7077
10,181,19505,6075
10,182,18851,4767
10,183,20592,6032
10,184,20427,7367
10,185,19452,5383
10,186,19895,6225
10,187,22647,7378
10,188,19298,6956
10,189,22478,5842
10,190,19971,5223
10,191,20302,5809
10,192,21798,7981
10,193,20341,7358
10,194,23727,6954
10,195,22611,6554
10,196,20759,5533
10,197,21454,6179
10,198,21025,7652
10,199,22400,4901
10,200,23256,5074
11,1,3538,2571
11,2,1676,1070
11,3,2453,1277
11,4,2037,738
11,5,1173,1078
11,6,2489,1809
11,7,1609,1184
11,8,2233,1264
11,9,2838,2063
11,10,3387,1356
11,12,6407,3247
11,13,3659,1861
11,14,1703,1187
11,15,2150,1290
11,16,3568,1953
11,17,2529,1559
11,18,3401,1896
11,19,4083,2220
11,20,4837,2519
11,21,5628,2131
11,22,5096,2695
11,23,4582,2250
11,24,6120,2787
11,25,3640,2077
11,26,5701,3041
11,27,7470,3195
11,28,3512,1887
11,29,6021,2982
11,30,6895,3613
11,31,11075,5808
11,32,5442,2459
11,33,4772,2493
11,34,7077,3508
11,35,9705,3259
11,36,6768,3008
11,37,7427,2732
11,38,4818,2558
11,39,3897,1830
11,40,9793,4281
11,41,5086,2468
11,42,9002,4665
11,43,6306,2589
11,44,8307,3039
11,45,5607,2612
11,46,10658,4695
11,47,6665,3045
11,48,6543,2880
11,49,8257,3057
11,50,8194,3551
11,51,5976,2806
11,52,7648,3168
11,53,8044,3888
11,54,10778,4297
11,55,8575,4361
11,56,9149,4239
11,57,7408,3834
11,58,6545,3082
11,59,9546,3695
11,60,7236,3310
11,61,10727,5154
11,62,7773,3555
11,63,9956,3317
11,64,8782,3551
11,65,13511,3864
11,66,11186,5495
11,67,10105,4578
11,68,12532,4964
11,69,7158,3200
11,70,8903,3006
11,71,NA,NA
11,72,8096,3646
11,73,10186,4738
11,74,11430,5266
11,75,8092,2954
11,76,7047,3431
11,77,9364,4075
11,78,13836,5532
11,79,11260,3763
11,80,8550,3782
11,81,10333,3311
11,82,12333,5316
11,83,11497,4241
11,84,7879,3368
11,85,10073,3426
11,86,14103,5866
11,87,9551,4281
11,88,15145,6247
11,89,10566,4683
11,90,11702,3662
11,91,11222,4618
11,92,9157,4100
11,93,12050,3731
11,94,12722,4495
11,95,11909,4012
11,96,9532,4220
11,97,12877,5459
11,98,8433,3359
11,99,11669,3642
11,100,9280,3938
11,101,12729,3722
11,102,11809,4722
11,103,16209,4597
11,104,15968,6590
11,105,14757,5294
11,106,14128,6232
11,107,11653,4928
11,108,15386,3811
11,109,12052,3401
11,110,12823,5149
11,111,11943,3613
11,112,9784,3946
11,113,14993,5217
11,114,12578,5148
11,115,17462,4602
11,116,13786,3988
11,117,14942,4464
11,118,19325,5052
11,119,12636,3705
11,120,13372,4361
11,121,11777,5167
11,122,12465,5083
11,123,11451,4719
11,124,13221,4123
11,125,16847,4031
11,126,16933,5699
11,127,13991,4301
11,128,13394,3714
11,129,19705,7849
11,130,17268,4340
11,131,13275,5761
11,132,12812,5160
11,133,11970,4926
11,134,15898,5581
11,135,14802,4370
11,136,18508,4437
11,137,13594,4727
11,138,14471,4075
11,139,14472,4280
11,140,16273,5163
11,141,11698,4857
11,142,15200,4897
11,143,14185,4444
11,144,13597,4008
11,145,15312,4790
11,146,16356,5070
11,147,14267,5884
11,148,12604,4978
11,149,14448,4072
11,150,12691,5161
11,151,14867,3905
11,152,14130,5853
11,153,16517,5587
11,154,14878,5600
11,155,18279,6445
11,156,18536,4261
11,157,19237,5769
11,158,15333,4272
11,159,13777,5608
11,160,14202,5780
11,161,15776,4137
11,162,15469,5796
11,163,16250,4868
11,164,14386,5847
11,165,15689,4628
11,166,16187,6409
11,167,15340,6490
11,168,14968,6503
11,169,16468,4623
11,170,16005,5916
11,171,17274,4973
11,172,17812,5079
11,173,18278,6516
11,174,14901,6076
11,175,14339,5544
11,176,24101,6203
11,177,16324,4920
11,178,16802,6675
11,179,21343,4912
11,180,16034,6416
11,181,16941,5601
11,182,16599,4206
11,183,21449,4971
11,184,24339,5813
11,185,16745,4979
11,186,15564,6178
11,187,17654,6896
11,188,23331,5705
11,189,21267,4866
11,190,24114,5409
11,191,16808,6593
11,192,22258,5468
11,193,23000,5237
11,194,16790,6678
11,195,17608,6741
11,196,18052,5129
11,197,18747,5775
11,198,21609,4952
11,199,20900,4398
11,200,21756,4571
12,1,NA,NA
12,2,7278,4017
12,3,8055,4224
12,4,7417,3550
12,5,6369,3852
12,6,4519,3239
12,7,6815,3466
12,8,4398,2686
12,9,2809,2008
12,10,8738,4056
12,11,6158,3174
12,13,9993,4512
12,14,5545,2894
12,15,6383,2336
12,16,2835,1497
12,17,4214,2224
12,18,5110,1980
12,19,7474,2966
12,20,1419,848
12,21,10026,3971
12,22,9359,3940
12,23,5052,2116
12,24,2561,1178
12,25,8534,2943
12,26,4357,1715
12,27,2951,1727
12,28,6738,2376
12,29,10233,4077
12,30,3233,1917
12,31,5439,2166
12,32,5481,1983
12,33,8984,3039
12,34,4799,2767
12,35,5329,2713
12,36,10717,3622
12,37,10981,4357
12,38,7557,3524
12,39,8009,3180
12,40,4435,1952
12,41,9040,3267
12,42,6051,3057
12,43,6756,2745
12,44,5455,2837
12,45,9910,3357
12,46,4964,2355
12,47,1258,919
12,48,8124,3180
12,49,6656,3281
12,50,12986,4170
12,51,10003,3972
12,52,11383,3766
12,53,7433,2918
12,54,6790,3508
12,55,6226,3546
12,56,6411,3121
12,57,8852,3949
12,58,11134,4753
12,59,7785,3038
12,60,10589,4025
12,61,7877,4009
12,62,14240,4478
12,63,8194,2660
12,64,8819,3215
12,65,8168,2469
12,66,8336,4350
12,67,7450,3468
12,68,8154,2418
12,69,12263,4786
12,70,9380,3326
12,71,NA,NA
12,72,2740,1529
12,73,9594,3438
12,74,9935,3100
12,75,11382,3679
12,76,12548,4222
12,77,13953,5746
12,78,11665,3939
12,79,8688,2348
12,80,12687,4667
12,81,10085,3229
12,82,16922,6987
12,83,15446,4855
12,84,12445,3934
12,85,10549,3746
12,86,9415,3773
12,87,16117,5176
12,88,10601,2999
12,89,15155,6354
12,90,11454,3580
12,91,9754,4579
12,92,11788,3894
12,93,10288,3074
12,94,16671,5109
12,95,12879,5632
12,96,14182,5375
12,97,17466,7130
12,98,11987,4984
12,99,11421,3560
12,100,13398,4084
12,101,10967,3065
12,102,11846,4384
12,103,10866,3164
12,104,10740,2547
12,105,18706,5908
12,106,22407,6765
12,107,15706,4871
12,108,10043,2416
12,109,11804,3319
12,110,13829,4451
12,111,12420,3933
12,112,14011,3987
12,113,18942,5831
12,114,16631,5091
12,115,12119,3169
12,116,13538,3906
12,117,10321,2793
12,118,13982,3619
12,119,13113,4025
12,120,13124,4279
12,121,11466,4415
12,122,17131,6835
12,123,15346,4746
12,124,13698,4443
12,125,11504,2636
12,126,20882,6313
12,127,11905,2917
12,128,13146,3632
12,129,23758,7792
12,130,11925,2945
12,131,12868,4648
12,132,17902,6014
12,133,14469,4637
12,134,19847,6195
12,135,11566,2761
12,136,13165,3004
12,137,12996,5581
12,138,14223,3993
12,139,14373,4966
12,140,19914,6424
12,141,15862,5146
12,142,18841,6158
12,143,17826,5705
12,144,14073,4328
12,145,12698,3634
12,146,14236,3846
12,147,14142,5242
12,148,14795,5922
12,149,14200,3990
12,150,17568,5338
12,151,14619,3823
12,152,16636,5495
12,153,14223,4289
12,154,14915,5263
12,155,22306,7100
12,156,13193,2866
12,157,15811,4062
12,158,14506,3304
12,159,14375,5819
12,160,16867,6451
12,161,14507,3289
12,162,15620,5312
12,163,15492,4792
12,164,19401,6226
12,165,16948,4189
12,166,17414,5819
12,167,17904,6794
12,168,19293,6522
12,169,15932,3454
12,170,18046,4585
12,171,15952,4046
12,172,16414,4369
12,173,18327,4678
12,174,15605,6291
12,175,16941,5043
12,176,17915,5596
12,177,19635,5368
12,178,19418,6102
12,179,16000,3517
12,180,16566,6757
12,181,19322,5983
12,182,16417,4091
12,183,16106,3576
12,184,17638,7037
12,185,20056,5427
12,186,18162,5530
12,187,20599,6706
12,188,17485,5261
12,189,15924,3471
12,190,17537,4547
12,191,20907,5853
12,192,18243,6787
12,193,19959,4838
12,194,19716,6413
12,195,19614,6162
12,196,21364,5577
12,197,22058,6223
12,198,18696,7419
12,199,24826,5493
12,200,21250,5221
13,1,NA,NA
13,2,5481,2567
13,3,6258,2774
13,4,2942,1211
13,5,6746,2693
13,6,9461,4739
13,7,2063,909
13,8,7174,2859
13,9,8565,3556
13,10,1125,542
13,11,4656,1733
13,12,9797,4072
13,14,3403,1470
13,15,2448,788
13,16,5694,2447
13,17,4519,1993
13,18,4690,1788
13,19,1537,811
13,20,9125,3294
13,21,1458,647
13,22,2212,1224
13,23,5833,2052
13,24,7229,2564
13,25,3702,1928
13,26,7396,2932
13,27,8694,2840
13,28,4440,2184
13,29,2740,1240
13,30,7872,3419
13,31,11939,5559
13,32,5511,2602
13,33,4851,2352
13,34,8324,3412
13,35,8596,4035
13,36,3787,1733
13,37,2413,1033
13,38,5757,2610
13,39,4782,2322
13,40,12797,4970
13,41,6180,2427
13,42,9574,4636
13,43,7256,3281
13,44,8889,3567
13,45,6342,2530
13,46,13662,5384
13,47,9669,3734
13,48,7185,2990
13,49,9228,3956
13,50,5586,2097
13,51,6933,2818
13,52,7599,3197
13,53,10018,4088
13,54,10554,4412
13,55,10996,4752
13,56,10841,4043
13,57,8230,3734
13,58,7464,2988
13,59,11152,3815
13,60,7616,2777
13,61,13372,5482
13,62,6329,2795
13,63,11562,3437
13,64,10508,3890
13,65,14021,3871
13,66,13831,5823
13,67,11381,3702
13,68,13241,4150
13,69,7663,3285
13,70,10625,3462
13,71,NA,NA
13,72,11100,4335
13,73,11545,3848
13,74,12962,5125
13,75,8515,3032
13,76,4143,1821
13,77,6820,2996
13,78,14710,4594
13,79,12866,3883
13,80,7477,3281
13,81,12037,3639
13,82,9787,4575
13,83,8222,3561
13,84,9578,3287
13,85,11795,3882
13,86,17108,6555
13,87,8175,3332
13,88,15505,5107
13,89,8022,3605
13,90,13406,3990
13,91,12949,4956
13,92,13034,4030
13,93,13656,3851
13,94,9448,3815
13,95,13631,4468
13,96,9437,4132
13,97,10332,4718
13,98,3418,1660
13,99,13373,3970
13,100,10531,3437
13,101,14335,3842
13,102,13536,5059
13,103,17442,5244
13,104,17532,6100
13,105,11483,4614
13,106,11583,5492
13,107,9655,4165
13,108,15896,3818
13,109,13756,3729
13,110,14549,5487
13,111,13665,4069
13,112,11144,3340
13,113,11718,4537
13,114,10176,4318
13,115,19058,5252
13,116,15490,4316
13,117,16548,4584
13,118,20921,5702
13,119,14358,4161
13,120,15076,4689
13,121,14763,5524
13,122,13276,5177
13,123,11118,4394
13,124,14943,4579
13,125,17357,4038
13,126,13658,5019
13,127,15597,4421
13,128,15098,4042
13,129,20891,7145
13,130,18076,4926
13,131,15102,5700
13,132,14335,4812
13,133,12128,4084
13,134,12623,4901
13,135,16408,4490
13,136,20104,5087
13,137,15888,5355
13,138,16175,4403
13,139,17625,4981
13,140,17041,4927
13,141,12204,4942
13,142,15968,4661
13,143,14953,4208
13,144,15319,4464
13,145,16918,4910
13,146,17962,5190
13,147,16094,5652
13,148,13111,5063
13,149,16152,4400
13,150,13319,5150
13,151,16571,4233
13,152,16839,5634
13,153,18670,5536
13,154,16605,5938
13,155,15892,5824
13,156,19046,4268
13,157,20941,6097
13,158,17037,4600
13,159,15662,5056
13,160,14615,5627
13,161,17480,4465
13,162,18186,7073
13,163,16401,5066
13,164,16749,5177
13,165,17393,4956
13,166,18753,6250
13,167,19265,6260
13,168,16426,5875
13,169,18172,4951
13,170,17732,6254
13,171,18978,5301
13,172,19532,5488
13,173,19884,6636
13,174,16780,5523
13,175,14837,5630
13,176,19399,6123
13,177,16686,5191
13,178,20992,6621
13,179,21853,4919
13,180,17919,5862
13,181,17709,5393
13,182,19752,4907
13,183,21959,4978
13,184,24829,5712
13,185,17107,5249
13,186,19736,6049
13,187,21844,6842
13,188,23821,5604
13,189,21777,4873
13,190,24604,5308
13,191,17958,5675
13,192,22748,5367
13,193,23490,5136
13,194,25790,5796
13,195,24216,5282
13,196,18782,5526
13,197,19109,6045
13,198,22099,4851
13,199,21390,4297
13,200,22246,4470
14,1,4358,3153
14,2,3290,1705
14,3,4067,1912
14,4,2376,1048
14,5,2787,1713
14,6,3309,2391
14,7,1655,880
14,8,2430,1909
14,9,4361,2321
14,10,3697,1521
14,11,1613,896
14,12,5542,2613
14,13,3943,1662
14,15,1869,811
14,16,2697,1338
14,17,1470,874
14,18,1706,995
14,19,2908,1514
14,20,3972,1885
14,21,4840,2122
14,22,4960,2472
14,23,2862,1298
14,24,4596,1631
14,25,3195,1582
14,26,4509,2051
14,27,6023,2301
14,28,2675,1248
14,29,6211,2841
14,30,6450,3118
14,31,8621,2732
14,32,4577,1825
14,33,4327,1998
14,34,5626,2430
14,35,9270,2844
14,36,6194,2749
14,37,5638,2492
14,38,4071,1852
14,39,3443,1305
14,40,8809,3658
14,41,4601,1946
14,42,6959,3589
14,43,5441,1955
14,44,6350,2606
14,45,4925,2049
14,46,9674,4072
14,47,5681,2422
14,48,5950,2689
14,49,7038,2213
14,50,7953,3263
14,51,5960,2517
14,52,6729,2554
14,53,6825,2432
14,54,8591,2684
14,55,7720,3773
14,56,7983,2753
14,57,7238,2621
14,58,5996,2309
14,59,8327,2851
14,60,6511,2599
14,61,9872,4566
14,62,6941,2701
14,63,8737,2473
14,64,8203,3092
14,65,11350,2915
14,66,10331,4907
14,67,8822,2806
14,68,11336,2864
14,69,6330,3077
14,70,7443,2338
14,71,NA,NA
14,72,7112,3023
14,73,8986,2952
14,74,11351,4548
14,75,7033,2144
14,76,7382,3223
14,77,9555,4000
14,78,12971,4898
14,79,10041,2919
14,80,7957,3434
14,81,9477,2743
14,82,12523,5242
14,83,8165,3130
14,84,7053,3245
14,85,8790,3672
14,86,13119,5243
14,87,8837,3488
14,88,11719,5388
14,89,10757,4609
14,90,10846,3094
14,91,10047,3196
14,92,9852,2906
14,93,10831,2887
14,94,9391,3502
14,95,10449,3344
14,96,8863,3688
14,97,13068,5385
14,98,6841,3209
14,99,10813,3074
14,100,9049,2549
14,101,11510,2878
14,102,10694,3549
14,103,12862,5767
14,104,13922,3113
14,105,11427,4411
14,106,18058,5155
14,107,11357,3261
14,108,13225,2862
14,109,11196,2833
14,110,13221,4025
14,111,10483,2945
14,112,9662,2452
14,113,11486,4473
14,114,10647,4248
14,115,15301,3713
14,116,12930,3420
14,117,13723,3620
14,118,17164,4163
14,119,11176,3037
14,120,12516,3793
14,121,12063,4017
14,122,11997,4408
14,123,10624,4379
14,124,11761,3455
14,125,14686,3082
14,126,13293,5044
14,127,12772,3457
14,128,12538,3146
14,129,19409,6182
14,130,15107,3391
14,131,14348,4307
14,132,13699,4177
14,133,10646,3196
14,134,12813,4890
14,135,13583,3526
14,136,16347,3548
14,137,12726,3970
14,138,13615,3507
14,139,13688,3818
14,140,15711,4587
14,141,10871,4734
14,142,14638,4321
14,143,13623,3868
14,144,12137,3340
14,145,14093,3946
14,146,17854,4082
14,147,13534,4756
14,148,11778,4855
14,149,13592,3504
14,150,13729,4165
14,151,14011,3337
14,152,13667,5346
14,153,15298,4743
14,154,14299,5140
14,155,17189,5476
14,156,16375,3312
14,157,18381,5201
14,158,14477,3704
14,159,14124,5278
14,160,15063,4639
14,161,14920,3569
14,162,14519,4711
14,163,15772,4297
14,164,13928,4591
14,165,14835,4284
14,166,15348,5770
14,167,16083,5142
14,168,14781,4828
14,169,15612,4055
14,170,15655,4101
14,171,16418,4405
14,172,16372,4530
14,173,17682,5558
14,174,15938,5169
14,175,13511,5422
14,176,15741,5395
14,177,15846,4349
14,178,17806,5393
14,179,19182,3963
14,180,16367,6102
14,181,15484,4823
14,182,15815,3744
14,183,19288,4022
14,184,17241,6391
14,185,16267,4408
14,186,16552,4955
14,187,18658,5614
14,188,17428,5160
14,189,19106,3917
14,190,16935,4200
14,191,17117,4834
14,192,21809,5380
14,193,22551,5149
14,194,17778,5455
14,195,16780,6620
14,196,17574,4558
14,197,18269,5204
14,198,21160,4864
14,199,20451,4310
14,200,21307,4483
15,1,NA,NA
15,2,3693,1895
15,3,4470,2102
